run_date,ticker,session,event_date,entry_date,reaction_date,rank,impact_sum,conviction,impact_sum_pre_lessons,lessons_delta,n_findings,neg_runup,dollar_vol,plan_dollar_volume_usd,sector,industry,shortable,easy_to_borrow,tradable_flag,market_cap_usd,churn_pct,retail_tilt,pending,duplicate_event,traded,entry_close,mv_open,mv_close,ret_open,ret_close,trade_ret_pct,trade_pnl_usd
2026-09-01,DELL,amc,2026-09-01,2026-09-01,2026-09-02,3,5.25,5.25,,,2,5.58,2250641664.62,,Technology,Computer Hardware,True,True,True,295692796000.0,0.761,30.7,False,False,False,425.0,8.718,15.812,8.718,15.812,,
2026-09-01,FCEL,bmo,2026-09-02,2026-09-01,2026-09-02,4,1.2999999999999998,1.2999999999999998,,,3,25.67,122479881.9902,,Industrials,Electrical Equipment & Parts,True,True,True,1377610750.0,8.891,69.8,False,False,False,17.08,-10.656,-15.691,-10.656,-15.691,,
2026-09-01,CXM,bmo,2026-09-02,2026-09-01,2026-09-02,5,-9.200000000000001,9.200000000000001,,,10,-22.63,22051229.2025,,Technology,Software—Application,True,True,True,1923018110.0,1.147,53.1,False,False,False,7.6,-2.632,-8.553,2.632,8.553,,
2026-09-01,PANW,amc,2026-09-01,2026-09-01,2026-09-02,6,-2.6,2.6,,,3,-4.86,1961950521.76,,Technology,Software—Infrastructure,True,True,True,302845854000.0,0.648,30.2,False,False,False,362.09,-4.394,-9.282,4.394,9.282,,
2026-09-01,MDB,amc,2026-09-01,2026-09-01,2026-09-02,7,0.5,0.5,,,2,-23.17,636369253.9200001,,Technology,Software—Infrastructure,True,True,True,35922506000.0,1.772,43.2,False,False,False,434.21,-12.859,-13.544,-12.859,-13.544,,
2026-09-01,GTLB,amc,2026-09-01,2026-09-01,2026-09-02,8,-2.15,2.15,,,4,-28.26,189558300.68,,Technology,Software—Infrastructure,True,True,True,7578543100.0,2.501,53.0,False,False,False,45.09,22.502,9.98,-22.502,-9.98,,
2026-09-02,DLTH,bmo,2026-09-03,2026-09-02,2026-09-03,1,11.0,11.0,,,1,13.4,168145.38,,Consumer Cyclical,Apparel Retail,True,True,True,139847616.0,0.12,44.3,False,False,False,3.62,16.16,23.204,16.16,23.204,,
2026-09-02,DOO,bmo,2026-09-03,2026-09-02,2026-09-03,2,3.1999999999999997,3.1999999999999997,,,3,1.23,13357774.99,,Consumer Cyclical,Recreational Vehicles,True,True,True,4545961000.0,0.294,30.9,False,False,False,63.3,1.169,1.453,1.169,1.453,,
2026-09-02,WOOF,amc,2026-09-02,2026-09-02,2026-09-03,3,4.5,4.5,,,4,10.47,3874904.1999999997,,Consumer Cyclical,Specialty Retail,True,True,True,860127040.0,0.451,55.7,False,False,False,2.63,20.532,-4.183,20.532,-4.183,,
2026-09-02,NTSK,amc,2026-09-02,2026-09-02,2026-09-03,4,3.6999999999999997,3.6999999999999997,,,5,2.46,57920843.18000001,,Technology,Software—Infrastructure,True,True,True,6184071200.0,0.937,53.7,False,False,False,13.75,13.673,4.291,13.673,4.291,,
2026-09-02,MEI,amc,2026-09-02,2026-09-02,2026-09-03,5,-7.9,7.9,,,7,-23.87,10891360.35,,Technology,Electronic Components,True,True,True,646651010.0,1.684,67.1,False,False,False,18.1,-16.63,-15.359,16.63,15.359,,
2026-09-02,AGX,amc,2026-09-02,2026-09-02,2026-09-03,6,1.6,1.6,,,6,33.22,114444638.4,,Industrials,Engineering & Construction,True,True,True,5958039600.0,1.921,42.6,False,False,False,410.4,4.111,0.334,4.111,0.334,,
2026-09-02,AI,amc,2026-09-02,2026-09-02,2026-09-03,7,-1.4,1.4,,,3,-4.93,43192889.43,,Technology,Software—Infrastructure,True,True,True,1732143360.0,2.494,62.0,False,False,False,10.52,2.139,3.612,-2.139,-3.612,,
2026-09-02,GOLD,amc,2026-09-02,2026-09-02,2026-09-03,8,-9.15,9.15,,,7,-2.27,19058026.5109,,Financial Services,Capital Markets,True,True,True,1304326660.0,1.461,53.3,False,False,False,43.82,-3.514,-5.34,3.514,5.34,,
2026-09-03,SWBI,amc,2026-09-03,2026-09-03,2026-09-04,1,16.3,16.3,,,8,16.35,5552938.875,,Industrials,Aerospace & Defense,True,True,True,572602690.0,0.97,44.1,False,False,False,12.27,14.181,5.053,14.181,5.053,,
2026-09-03,ASAN,amc,2026-09-03,2026-09-03,2026-09-04,2,1.85,1.85,,,5,-16.05,43029578.61,,Technology,Software—Application,True,True,True,2265911550.0,1.899,64.9,False,False,False,10.09,-13.38,-12.686,-13.38,-12.686,,
2026-09-03,MAMA,amc,2026-09-03,2026-09-03,2026-09-04,3,8.25,8.25,,,4,15.81,6878495.6450000005,,Consumer Defensive,Packaged Foods,True,True,True,725357760.0,0.948,50.2,False,False,False,15.96,-1.629,-5.013,-1.629,-5.013,,
2026-09-03,AMBA,amc,2026-09-03,2026-09-03,2026-09-04,4,1.0,1.0,,,5,20.07,59694816.8,,Technology,Semiconductor Equipment & Materials,True,True,True,2975578880.0,2.006,45.4,False,False,False,63.38,-0.205,-0.773,-0.205,-0.773,,
2026-09-03,DOMO,amc,2026-09-03,2026-09-03,2026-09-04,5,-0.5500000000000003,0.5500000000000003,,,2,-0.39,3339803.6,,Technology,Software—Application,True,True,True,166154080.0,2.01,66.9,False,False,False,3.79,-4.617,2.375,4.617,-2.375,,
2026-09-03,LULU,amc,2026-09-03,2026-09-03,2026-09-04,6,-3.0,3.0,,,3,4.68,414225719.01,,Consumer Cyclical,Apparel Retail,True,True,True,12795678700.0,3.237,41.7,False,False,False,121.77,-19.356,-17.377,19.356,17.377,,
2026-09-03,NX,amc,2026-09-03,2026-09-03,2026-09-04,7,-5.75,5.75,,,2,9.99,4890045.510000001,,Industrials,Building Products & Equipment,True,True,True,849208060.0,0.576,44.1,False,False,False,18.76,9.968,22.228,-9.968,-22.228,,
2026-09-03,PL,amc,2026-09-03,2026-09-03,2026-09-04,8,-7.25,7.25,,,4,16.11,96513531.14,,Industrials,Aerospace & Defense,True,True,True,6864312800.0,1.406,47.8,False,False,False,18.35,3.161,-1.253,-3.161,1.253,,
2026-09-04,UNFI,bmo,2026-09-08,2026-09-04,2026-09-08,1,-2.5749999999999997,2.5749999999999997,,,9,6.63,20892327.56,,Consumer Defensive,Food Distribution,True,True,True,2639844860.0,0.791,33.6,False,True,False,43.93,2.914,2.276,-2.914,-2.276,,
2026-09-04,WDH,bmo,2026-09-08,2026-09-04,2026-09-08,2,-1.9,1.9,,,4,-4.95,191647.09600000002,,Financial Services,Insurance—Diversified,False,False,True,359266016.0,0.053,41.9,False,True,False,1.02,10.294,4.902,-10.294,-4.902,,
2026-09-04,ABM,bmo,2026-09-08,2026-09-04,2026-09-08,3,-0.050000000000000044,0.050000000000000044,,,2,3.13,15309429.88,,Industrials,Specialty Business Services,True,True,True,2766777090.0,0.553,23.7,False,True,False,47.05,-2.635,7.545,2.635,-7.545,,
2026-09-04,CAN,bmo,2026-09-08,2026-09-04,2026-09-08,4,-15.25,15.25,,,8,-69.81,8150965.699,,Technology,Computer Hardware,False,False,True,302829120.0,2.692,88.5,False,True,False,0.36,-8.833,-10.278,8.833,10.278,,
2026-09-04,GMHS,bmo,2026-09-08,2026-09-04,2026-09-08,5,-8.25,8.25,,,4,-0.26,312359.74,,Communication Services,Electronic Gaming & Multimedia,False,False,True,44668424.0,0.699,80.1,False,True,False,0.815,-11.656,-1.595,11.656,1.595,,
2026-09-07,ABM,bmo,2026-09-08,2026-09-04,2026-09-08,1,0.8999999999999999,0.8999999999999999,,,4,3.07,16148030.499999998,,Industrials,Specialty Business Services,True,True,True,2766777090.0,0.584,23.7,False,False,False,47.05,-2.635,7.545,-2.635,7.545,,
2026-09-07,WDH,bmo,2026-09-08,2026-09-04,2026-09-08,2,-0.7000000000000002,0.7000000000000002,,,5,-2.0,259778.7,,Financial Services,Insurance—Diversified,False,False,True,359266016.0,0.072,41.4,False,False,False,1.02,10.294,4.902,-10.294,-4.902,,
2026-09-07,DLNG,bmo,2026-09-08,2026-09-04,2026-09-08,3,-4.8,4.8,,,3,2.66,186037.80000000002,,Energy,Oil & Gas Midstream,False,False,True,134613440.0,0.138,45.6,False,False,False,3.66,3.825,5.464,-3.825,-5.464,,
2026-09-07,UNFI,bmo,2026-09-08,2026-09-04,2026-09-08,4,-12.5,12.5,,,9,6.65,23133318.35,,Consumer Defensive,Food Distribution,True,True,True,2639844860.0,0.876,34.8,False,False,False,43.93,2.914,2.276,-2.914,-2.276,,
2026-09-07,CAN,bmo,2026-09-08,2026-09-04,2026-09-08,5,-13.35,13.35,,,6,-68.22,8442707.4,,Technology,Computer Hardware,False,False,True,302829120.0,2.788,89.3,False,False,False,0.36,-8.833,-10.278,8.833,10.278,,
2026-09-07,GMHS,bmo,2026-09-08,2026-09-04,2026-09-08,6,-15.15,15.15,,,7,-6.12,332731.89999999997,,Communication Services,Electronic Gaming & Multimedia,False,False,True,44668424.0,0.745,81.2,False,False,False,0.815,-11.656,-1.595,11.656,1.595,,
2026-09-08,TTAN,amc,2026-09-08,2026-09-08,2026-09-09,1,2.6,2.6,,,3,2.58,93920399.1,,Technology,Software—Application,True,True,True,8881514500.0,1.057,41.7,False,False,False,81.58,-17.872,-29.983,-17.872,-29.983,,
2026-09-08,CNM,bmo,2026-09-09,2026-09-08,2026-09-09,2,2.85,2.85,,,4,5.1,80871921.52,,Industrials,Industrial Distribution,True,True,True,8511011300.0,0.95,28.3,False,False,False,44.06,0.499,-5.583,0.499,-5.583,,
2026-09-08,SUNB,bmo,2026-09-09,2026-09-08,2026-09-09,3,-0.10000000000000009,0.10000000000000009,,,2,14.35,413729710.46000004,,Industrials,Rental & Leasing Services,True,True,True,27040100400.0,1.53,37.1,False,False,False,69.32,2.481,5.915,-2.481,-5.915,,
2026-09-08,SIG,bmo,2026-09-09,2026-09-08,2026-09-09,4,0.10000000000000009,0.10000000000000009,,,3,13.15,51410672.06,,Consumer Cyclical,Luxury Goods,True,True,True,3225828860.0,1.594,38.8,False,False,False,82.67,14.927,23.963,14.927,23.963,,
2026-09-08,INNV,amc,2026-09-08,2026-09-08,2026-09-09,5,-2.1,2.1,,,3,5.96,1799787.25,,Healthcare,Medical Care Facilities,True,True,True,1461880960.0,0.123,36.9,False,False,False,10.52,11.217,4.848,-11.217,-4.848,,
2026-09-08,NNOX,bmo,2026-09-09,2026-09-08,2026-09-09,6,-5.25,5.25,,,4,18.54,1176591.402,,Healthcare,Medical Devices,False,False,True,65212852.0,1.804,88.2,False,False,False,0.93,-21.022,-16.129,21.022,16.129,,
2026-09-08,ODD,bmo,2026-09-09,2026-09-08,2026-09-09,7,-4.6,4.6,,,7,-5.13,10049260.39,,Consumer Defensive,Household & Personal Products,True,True,True,779029440.0,1.29,62.1,False,False,False,13.025,34.357,26.526,-34.357,-26.526,,
2026-09-08,YQ,amc,2026-09-08,2026-09-08,2026-09-09,8,-26.25,26.25,,,8,-42.5,539682.84,,Consumer Defensive,Education & Training Services,False,False,True,30070256.0,1.795,87.7,False,False,False,3.79,-8.707,20.58,8.707,-20.58,,
2026-09-09,NAVN,amc,2026-09-09,2026-09-09,2026-09-10,1,10.0,10.0,,,6,7.19,58118328.6,,Technology,Software—Application,True,True,True,7065322500.0,0.823,40.1,False,False,False,25.89,-18.347,-21.746,-18.347,-21.746,,
2026-09-09,LOVE,bmo,2026-09-10,2026-09-09,2026-09-10,2,5.5,5.5,,,4,8.24,2602717.8499999996,,Consumer Cyclical,"Furnishings, Fixtures & Appliances",True,True,True,244315200.0,1.065,55.3,False,False,False,16.03,-12.851,-11.042,-12.851,-11.042,,
2026-09-09,VNCE,bmo,2026-09-10,2026-09-09,2026-09-10,3,4.5,4.5,,,3,-9.5,624528.04,,Consumer Cyclical,Apparel Manufacturing,False,False,True,82222680.0,0.76,73.4,False,False,False,6.38,-2.665,-21.16,-2.665,-21.16,,
2026-09-09,DBI,bmo,2026-09-10,2026-09-09,2026-09-10,4,3.0,3.0,,,4,16.75,2585472.5399999996,,Consumer Cyclical,Footwear & Accessories,True,True,True,267087440.0,0.968,64.9,False,False,False,5.22,7.088,14.751,7.088,14.751,,
2026-09-09,AVAV,amc,2026-09-09,2026-09-09,2026-09-10,5,2.5,2.5,,,3,26.73,179382510.76900002,,Industrials,Aerospace & Defense,True,True,True,7351491100.0,2.44,44.5,False,False,False,140.8,4.29,4.453,4.29,4.453,,
2026-09-09,FLWS,bmo,2026-09-10,2026-09-09,2026-09-10,6,2.5,2.5,,,4,11.88,710650.76,,Consumer Cyclical,Specialty Retail,False,False,True,239087344.0,0.297,54.2,False,False,False,3.49,-14.04,-12.894,-14.04,-12.894,,
2026-09-09,COO,amc,2026-09-09,2026-09-09,2026-09-10,7,1.4,1.4,,,3,12.3,108462129.39,,Healthcare,Medical Instruments & Supplies,True,True,True,13572182000.0,0.799,21.7,False,False,False,63.48,-18.463,-14.666,-18.463,-14.666,,
2026-09-09,CULP,amc,2026-09-09,2026-09-09,2026-09-10,8,1.4,1.4,,,4,0.58,59767.75,,Consumer Cyclical,Textile Manufacturing,True,True,True,43629332.0,0.137,51.6,False,False,False,3.49,17.192,9.742,17.192,9.742,,
2026-09-09,TEN,bmo,2026-09-10,2026-09-09,2026-09-10,9,1.3,1.3,,,5,-14.13,10252264.66,,Energy,Oil & Gas Midstream,True,True,True,1317781380.0,0.778,36.6,False,False,False,44.32,2.685,0.88,2.685,0.88,,
2026-09-09,LMNR,amc,2026-09-09,2026-09-09,2026-09-10,10,0.0,0.0,,,4,-7.65,931355.5800000001,,Consumer Defensive,Farm Products,True,True,True,271798784.0,0.343,37.7,False,False,False,14.94,-10.509,-10.91,10.509,10.91,,
2026-09-09,AEO,amc,2026-09-09,2026-09-09,2026-09-10,11,-1.0,1.0,,,3,0.78,85524812.10000001,,Consumer Cyclical,Apparel Retail,True,True,True,2914100220.0,2.935,55.1,False,False,False,16.89,-13.055,-13.973,13.055,13.973,,
2026-09-09,M,bmo,2026-09-10,2026-09-09,2026-09-10,12,-1.1,1.1,,,2,8.14,115659613.05,,Consumer Cyclical,Department Stores,True,True,True,6063024600.0,1.908,40.6,False,False,False,21.51,-5.858,-4.695,5.858,4.695,,
2026-09-09,IMPP,bmo,2026-09-10,2026-09-09,2026-09-10,13,-2.0,2.0,,,4,-17.77,1995135.285,,Energy,Oil & Gas Midstream,False,False,True,239180256.0,0.834,57.9,False,False,False,5.36,-1.679,4.571,1.679,-4.571,,
2026-09-09,LAKE,amc,2026-09-09,2026-09-09,2026-09-10,14,-2.7,2.7,,,4,6.75,553867.05,,Consumer Cyclical,Apparel Manufacturing,False,False,True,117936512.0,0.47,50.9,False,False,False,11.07,-4.878,-12.918,4.878,12.918,,
2026-09-09,LSAK,amc,2026-09-09,2026-09-09,2026-09-10,15,-2.7,2.7,,,3,5.38,380667.29000000004,,Technology,Software—Infrastructure,True,True,True,387801504.0,0.098,42.5,False,False,False,4.59,-1.743,-2.179,1.743,2.179,,
2026-09-09,SKIL,amc,2026-09-09,2026-09-09,2026-09-10,16,-3.0,3.0,,,4,29.22,294578.46,,Consumer Defensive,Education & Training Services,False,False,True,61068872.0,0.482,68.2,False,False,False,6.37,-14.6,-34.223,14.6,34.223,,
2026-09-09,SHOE,bmo,2026-09-10,2026-09-09,2026-09-10,17,-3.5,3.5,,,4,15.16,10545788.049999999,,Consumer Cyclical,Apparel Retail,True,True,True,382018912.0,2.761,67.5,False,False,False,12.93,-21.114,-5.027,21.114,5.027,,
2026-09-09,GLOO,amc,2026-09-09,2026-09-09,2026-09-10,18,-4.0,4.0,,,5,3.76,347438.88,,Technology,Software—Application,False,False,True,297375968.0,0.117,55.2,False,False,False,3.15,0.317,-4.603,-0.317,4.603,,
2026-09-09,MCFT,bmo,2026-09-10,2026-09-09,2026-09-10,19,-4.0,4.0,,,3,6.2,3731247.55,,Consumer Cyclical,Recreational Vehicles,True,True,True,393159360.0,0.949,41.5,False,False,False,22.79,5.836,-9.741,-5.836,9.741,,
2026-09-09,YB,bmo,2026-09-10,2026-09-09,2026-09-10,20,-4.5,4.5,,,4,2.69,308829.76,,Technology,Software—Application,False,False,True,632220350.0,0.049,38.1,False,False,False,13.44,1.339,1.488,-1.339,-1.488,,
2026-09-09,KEQU,amc,2026-09-09,2026-09-09,2026-09-10,21,-5.0,5.0,,,4,0.52,74648.73,,Consumer Cyclical,"Furnishings, Fixtures & Appliances",True,True,True,106176464.0,0.07,32.2,False,False,False,35.03,-2.94,-1.399,2.94,1.399,,
2026-09-09,WLTH,amc,2026-09-09,2026-09-09,2026-09-10,22,-10.5,10.5,,,9,-0.57,12354489.725,,Technology,Software—Application,True,True,True,1430880510.0,0.863,45.0,False,False,False,9.46,0.423,15.011,-0.423,-15.011,,
2026-09-10,HOFT,bmo,2026-09-11,2026-09-10,2026-09-11,1,7.3,7.3,,,3,16.64,441195.66,441196,Consumer Cyclical,"Furnishings, Fixtures & Appliances",True,True,True,138567280.0,0.318,41.4,False,False,True,12.57,8.274,2.068,8.274,2.068,7.137,145.0
2026-09-10,RH,amc,2026-09-10,2026-09-10,2026-09-11,2,3.0,3.0,,,3,23.12,82975300.28999999,82975300,Consumer Cyclical,Specialty Retail,True,True,True,2634227970.0,3.15,50.0,False,False,True,134.02,1.261,0.037,1.261,0.037,-1.056,-20.55
2026-09-10,ZUMZ,amc,2026-09-10,2026-09-10,2026-09-11,3,2.5,2.5,,,4,8.37,3099857.73,3099858,Consumer Cyclical,Apparel Retail,True,True,True,296107360.0,1.047,52.2,False,False,False,16.71,-16.756,-12.926,-16.756,-12.926,,
2026-09-10,MNY,bmo,2026-09-11,2026-09-10,2026-09-11,4,2.0,2.0,,,3,10.16,9610.44,9610,Communication Services,Internet Content & Information,False,False,True,38656900.0,0.025,53.1,False,False,False,0.84,-7.155,-9.524,-7.155,-9.524,,
2026-09-10,DSGX,amc,2026-09-10,2026-09-10,2026-09-11,5,1.3,1.3,,,4,4.19,44244944.1,44244944,Technology,Software—Application,True,True,True,6309068800.0,0.701,28.1,False,False,False,71.32,0.953,6.618,0.953,6.618,,
2026-09-10,IBEX,amc,2026-09-10,2026-09-10,2026-09-11,6,1.2,1.2,,,5,-6.46,3705554.5999999996,3705555,Technology,Information Technology Services,True,True,True,495932864.0,0.747,40.1,False,False,False,37.26,-14.117,6.817,-14.117,6.817,,
2026-09-10,LPTH,amc,2026-09-10,2026-09-10,2026-09-11,7,0.4,0.4,,,3,27.9,33763118.4,33763118,Technology,Electronic Components,True,True,True,636684610.0,5.303,77.5,False,False,False,9.68,-4.649,-4.959,-4.649,-4.959,,
2026-09-10,CMCM,bmo,2026-09-11,2026-09-10,2026-09-11,8,-1.0,1.0,,,4,-15.56,19233.39,19233,Communication Services,Internet Content & Information,True,True,True,108803672.0,0.018,59.2,False,False,False,3.345,-1.345,-7.623,1.345,7.623,,
2026-09-10,CSBR,amc,2026-09-10,2026-09-10,2026-09-11,9,-2.0,2.0,,,4,-5.24,49224.565500000004,49225,Healthcare,Biotechnology,True,True,True,69732040.0,0.071,51.9,False,False,False,5.1,2.549,0.0,-2.549,-0.0,,
2026-09-10,ADBE,amc,2026-09-10,2026-09-10,2026-09-11,10,-2.2,2.2,,,3,2.66,1064581447.7,1064581448,Technology,Software—Application,True,True,True,101306851000.0,1.051,32.0,False,False,False,248.83,-2.715,1.366,2.715,-1.366,,
2026-09-10,KR,bmo,2026-09-11,2026-09-10,2026-09-11,11,-2.3,2.3,,,4,-1.5,314441861.09999996,314441861,Consumer Defensive,Grocery Stores,True,True,True,35043426000.0,0.897,23.2,False,False,False,56.95,-1.633,2.704,1.633,-2.704,,
2026-09-10,CPRT,amc,2026-09-10,2026-09-10,2026-09-11,12,-2.7,2.7,,,2,-10.81,303753954.0,303753954,Industrials,Specialty Business Services,True,True,True,29653741600.0,1.024,38.8,False,False,False,30.75,3.285,-2.602,-3.285,2.602,,
2026-09-10,ORCL,amc,2026-09-10,2026-09-10,2026-09-11,13,-3.2,3.2,,,2,-2.8,3397117809.3999996,3397117809,Technology,Software—Infrastructure,True,True,True,465570529000.0,0.73,25.2,False,False,True,152.94,7.885,-1.739,-7.885,1.739,-6.195,-115.8
2026-09-10,FEIM,amc,2026-09-10,2026-09-10,2026-09-11,14,-3.5,3.5,,,4,18.78,13238848.8,13238849,Technology,Communication Equipment,True,True,True,711337980.0,1.861,58.4,False,False,True,62.06,33.121,42.411,-33.121,-42.411,-29.139,-572.88
2026-09-10,REF,amc,2026-09-10,2026-09-10,2026-09-11,15,-3.5,3.5,,,4,14.93,4402890.0,4402890,Consumer Cyclical,Apparel Retail,True,True,True,868957440.0,0.507,50.7,False,False,False,13.15,-0.38,6.692,0.38,-6.692,,
2026-09-10,AENT,amc,2026-09-10,2026-09-10,2026-09-11,16,-7.5,7.5,,,5,4.85,96168.5,96168,Communication Services,Entertainment,False,False,True,270192032.0,0.036,52.2,False,False,False,5.51,31.851,16.515,-31.851,-16.515,,
2026-09-10,RENT,bmo,2026-09-11,2026-09-10,2026-09-11,17,-8.5,8.5,,,4,23.42,173425.87300000002,173426,Consumer Cyclical,Apparel Retail,False,False,True,107476576.0,0.161,67.5,False,False,False,2.82,6.028,-13.121,-6.028,13.121,,
2026-09-11,RFIL,bmo,2026-09-14,2026-09-11,2026-09-14,1,2.5,2.5,,,3,22.49,1697856.94,1697857,Industrials,Electrical Equipment & Parts,True,True,True,110574392.0,1.535,68.4,False,False,False,10.32,-18.023,-12.306,-18.023,-12.306,,
2026-09-11,CODA,bmo,2026-09-14,2026-09-11,2026-09-14,2,-4.1,4.1,,,5,1.18,750120.87,750121,Industrials,Aerospace & Defense,True,True,True,110777008.0,0.677,50.4,False,False,True,10.02,-1.397,7.086,1.397,-7.086,-6.23,-115.14
2026-09-11,CSHR,bmo,2026-09-14,2026-09-11,2026-09-14,3,-5.5,5.5,,,5,-4.99,1064008.5799999998,1064009,Financial Services,Capital Markets,False,False,True,691846080.0,0.154,54.6,False,False,False,5.36,-14.925,-3.545,14.925,3.545,,
2026-09-11,HAIN,bmo,2026-09-14,2026-09-11,2026-09-14,4,-5.5,5.5,,,4,0.82,416819.34689999995,416819,Consumer Defensive,Packaged Foods,False,False,True,57717104.0,0.722,82.2,False,False,False,0.62,3.226,-3.226,-3.226,3.226,,
2026-09-14,VRA,bmo,2026-09-15,2026-09-14,2026-09-15,1,7.2,7.2,,,4,9.48,288398.72,288399,Consumer Cyclical,Footwear & Accessories,True,True,yes,89296112.0,0.323,64.7,False,False,True,3.04,18.75,34.539,18.75,34.539,41.837,789.66
2026-09-14,FPS,bmo,2026-09-15,2026-09-14,2026-09-15,2,3.0,3.0,,,3,26.7,154851413.22,154851413,Industrials,Electrical Equipment & Parts,True,True,yes,9686927400.0,1.599,52.2,False,False,True,28.64,7.996,9.497,7.996,9.497,15.608,292.48
2026-09-14,RLGT,amc,2026-09-14,2026-09-14,2026-09-15,3,3.0,3.0,,,4,4.59,1075601.1733000001,1075601,Industrials,Integrated Freight & Logistics,True,False,yes,380741440.0,0.283,40.1,False,False,True,8.21,15.104,19.488,15.104,19.488,17.246,322.56
2026-09-14,KMTS,amc,2026-09-14,2026-09-14,2026-09-15,4,2.7,2.7,,,3,15.94,5900150.62,5900151,Healthcare,Medical Instruments & Supplies,True,True,yes,1339081340.0,0.441,34.9,False,False,False,24.06,-9.31,4.655,-9.31,4.655,,
2026-09-14,PLAY,amc,2026-09-14,2026-09-14,2026-09-15,5,2.0,2.0,,,4,18.35,12911441.92,12911442,Communication Services,Entertainment,True,True,yes,283179968.0,4.559,77.4,False,False,False,8.47,-10.744,-19.008,-10.744,-19.008,,
2026-09-14,HITI,amc,2026-09-14,2026-09-14,2026-09-15,6,-1.6,1.6,,,3,-9.36,1362408.4,1362408,Healthcare,Pharmaceutical Retailers,True,True,yes,221298208.0,0.616,57.4,False,False,False,2.63,-0.38,-3.422,0.38,3.422,,
2026-09-14,COE,bmo,2026-09-15,2026-09-14,2026-09-15,7,-3.0,3.0,,,3,43.67,667016.0,667016,Consumer Defensive,Education & Training Services,False,True,no,63737612.0,1.047,73.3,False,False,False,11.9,-3.361,-4.118,3.361,4.118,,
2026-09-14,BIOX,amc,2026-09-14,2026-09-14,2026-09-15,8,-5.0,5.0,,,3,4.05,202052.95440000002,202053,Basic Materials,Agricultural Inputs,False,False,no,26498956.0,0.762,80.3,False,False,False,0.428,-5.257,-5.374,5.257,5.374,,
2026-09-14,HYFT,amc,2026-09-14,2026-09-14,2026-09-15,9,-7.0,7.0,,,5,6.03,137595.94999999998,137596,Healthcare,Biotechnology,True,True,no,60958984.0,0.226,67.5,False,False,False,1.33,-8.271,-13.158,8.271,13.158,,
